candidate_type,label,s2c_frame,body_offset,crib_variant,valid_slots,conflict_slots,payload_len,validation_score,key_recovered,key_slots_covered,text_found_exact,utf16le_plausible,comp_valid,opcode_xor_val,slot_consistency_group,group_candidate_count,consistent_group
motd_phase5,Aion,4124,14,Aion_len8,8,0,1460,14,false,true,false,true,true,74,frame:4124|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4107,0,Aion_len8,8,0,1460,12,false,true,false,true,false,1,frame:4107|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4107,2,Aion_len8,8,0,1460,12,false,true,false,true,false,76,frame:4107|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4107,4,Aion_len8,8,0,1460,12,false,true,false,true,false,77,frame:4107|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4107,6,Aion_len8,8,0,1460,12,false,true,false,true,false,79,frame:4107|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4107,8,Aion_len8,8,0,1460,12,false,true,false,true,false,39,frame:4107|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4107,10,Aion_len8,8,0,1460,12,false,true,false,true,false,146,frame:4107|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4107,12,Aion_len8,8,0,1460,12,false,true,false,true,false,147,frame:4107|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4107,14,Aion_len8,8,0,1460,12,false,true,false,true,false,153,frame:4107|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4107,16,Aion_len8,8,0,1460,12,false,true,false,true,false,193,frame:4107|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4107,18,Aion_len8,8,0,1460,12,false,true,false,true,false,227,frame:4107|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4107,20,Aion_len8,8,0,1460,12,false,true,false,true,false,226,frame:4107|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4107,22,Aion_len8,8,0,1460,12,false,true,false,true,false,232,frame:4107|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4107,24,Aion_len8,8,0,1460,12,false,true,false,true,false,16,frame:4107|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4107,26,Aion_len8,8,0,1460,12,false,true,false,true,false,5,frame:4107|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4107,28,Aion_len8,8,0,1460,12,false,true,false,true,false,4,frame:4107|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4107,30,Aion_len8,8,0,1460,12,false,true,false,true,false,6,frame:4107|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4107,32,Aion_len8,8,0,1460,12,false,true,false,true,false,238,frame:4107|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4124,0,Aion_len8,8,0,1460,12,false,true,false,true,false,1,frame:4124|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4124,2,Aion_len8,8,0,1460,12,false,true,false,true,false,242,frame:4124|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4124,4,Aion_len8,8,0,1460,12,false,true,false,true,false,243,frame:4124|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4124,6,Aion_len8,8,0,1460,12,false,true,false,true,false,249,frame:4124|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4124,8,Aion_len8,8,0,1460,12,false,true,false,true,false,225,frame:4124|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4124,10,Aion_len8,8,0,1460,12,false,true,false,true,false,81,frame:4124|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4124,12,Aion_len8,8,0,1460,12,false,true,false,true,false,80,frame:4124|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4124,16,Aion_len8,8,0,1460,12,false,true,false,true,false,34,frame:4124|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4124,18,Aion_len8,8,0,1460,12,false,true,false,true,false,34,frame:4124|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4124,20,Aion_len8,8,0,1460,12,false,true,false,true,false,35,frame:4124|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4124,22,Aion_len8,8,0,1460,12,false,true,false,true,false,41,frame:4124|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4124,24,Aion_len8,8,0,1460,12,false,true,false,true,false,81,frame:4124|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4124,26,Aion_len8,8,0,1460,12,false,true,false,true,false,55,frame:4124|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4124,28,Aion_len8,8,0,1460,12,false,true,false,true,false,54,frame:4124|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4124,30,Aion_len8,8,0,1460,12,false,true,false,true,false,52,frame:4124|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4124,32,Aion_len8,8,0,1460,12,false,true,false,true,false,28,frame:4124|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4128,0,Aion_len8,8,0,1460,12,false,true,false,true,false,1,frame:4128|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4128,2,Aion_len8,8,0,1460,12,false,true,false,true,false,183,frame:4128|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4128,4,Aion_len8,8,0,1460,12,false,true,false,true,false,182,frame:4128|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4128,6,Aion_len8,8,0,1460,12,false,true,false,true,false,180,frame:4128|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4128,8,Aion_len8,8,0,1460,12,false,true,false,true,false,156,frame:4128|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4128,10,Aion_len8,8,0,1460,12,false,true,false,true,false,129,frame:4128|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4128,12,Aion_len8,8,0,1460,12,false,true,false,true,false,128,frame:4128|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4128,14,Aion_len8,8,0,1460,12,false,true,false,true,false,122,frame:4128|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4128,16,Aion_len8,8,0,1460,12,false,true,false,true,false,82,frame:4128|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4128,18,Aion_len8,8,0,1460,12,false,true,false,true,false,246,frame:4128|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4128,20,Aion_len8,8,0,1460,12,false,true,false,true,false,247,frame:4128|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4128,22,Aion_len8,8,0,1460,12,false,true,false,true,false,245,frame:4128|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4128,24,Aion_len8,8,0,1460,12,false,true,false,true,false,221,frame:4128|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4128,26,Aion_len8,8,0,1460,12,false,true,false,true,false,116,frame:4128|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4128,28,Aion_len8,8,0,1460,12,false,true,false,true,false,117,frame:4128|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4128,30,Aion_len8,8,0,1460,12,false,true,false,true,false,119,frame:4128|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4128,32,Aion_len8,8,0,1460,12,false,true,false,true,false,95,frame:4128|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4130,0,Aion_len8,8,0,1460,12,false,true,false,true,false,1,frame:4130|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4130,2,Aion_len8,8,0,1460,12,false,true,false,true,false,80,frame:4130|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4130,4,Aion_len8,8,0,1460,12,false,true,false,true,false,81,frame:4130|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4130,6,Aion_len8,8,0,1460,12,false,true,false,true,false,75,frame:4130|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4130,8,Aion_len8,8,0,1460,12,false,true,false,true,false,35,frame:4130|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4130,10,Aion_len8,8,0,1460,12,false,true,false,true,false,227,frame:4130|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4130,12,Aion_len8,8,0,1460,12,false,true,false,true,false,226,frame:4130|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4130,14,Aion_len8,8,0,1460,12,false,true,false,true,false,232,frame:4130|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4130,16,Aion_len8,8,0,1460,12,false,true,false,true,false,16,frame:4130|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4130,18,Aion_len8,8,0,1460,12,false,true,false,true,false,175,frame:4130|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4130,20,Aion_len8,8,0,1460,12,false,true,false,true,false,174,frame:4130|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4130,22,Aion_len8,8,0,1460,12,false,true,false,true,false,172,frame:4130|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4130,24,Aion_len8,8,0,1460,12,false,true,false,true,false,196,frame:4130|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4130,26,Aion_len8,8,0,1460,12,false,true,false,true,false,146,frame:4130|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4130,28,Aion_len8,8,0,1460,12,false,true,false,true,false,147,frame:4130|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4130,30,Aion_len8,8,0,1460,12,false,true,false,true,false,153,frame:4130|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4130,32,Aion_len8,8,0,1460,12,false,true,false,true,false,193,frame:4130|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4132,0,Aion_len8,8,0,1460,12,false,true,false,true,false,1,frame:4132|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4132,2,Aion_len8,8,0,1460,12,false,true,false,true,false,132,frame:4132|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4132,4,Aion_len8,8,0,1460,12,false,true,false,true,false,133,frame:4132|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4132,6,Aion_len8,8,0,1460,12,false,true,false,true,false,135,frame:4132|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4132,8,Aion_len8,8,0,1460,12,false,true,false,true,false,111,frame:4132|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4132,10,Aion_len8,8,0,1460,12,false,true,false,true,false,201,frame:4132|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4132,12,Aion_len8,8,0,1460,12,false,true,false,true,false,200,frame:4132|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4132,14,Aion_len8,8,0,1460,12,false,true,false,true,false,194,frame:4132|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4132,16,Aion_len8,8,0,1460,12,false,true,false,true,false,170,frame:4132|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4132,18,Aion_len8,8,0,1460,12,false,true,false,true,false,203,frame:4132|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4132,20,Aion_len8,8,0,1460,12,false,true,false,true,false,202,frame:4132|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4132,22,Aion_len8,8,0,1460,12,false,true,false,true,false,208,frame:4132|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4132,24,Aion_len8,8,0,1460,12,false,true,false,true,false,168,frame:4132|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4132,26,Aion_len8,8,0,1460,12,false,true,false,true,false,209,frame:4132|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4132,28,Aion_len8,8,0,1460,12,false,true,false,true,false,208,frame:4132|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4132,30,Aion_len8,8,0,1460,12,false,true,false,true,false,202,frame:4132|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4132,32,Aion_len8,8,0,1460,12,false,true,false,true,false,162,frame:4132|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4134,0,Aion_len8,8,0,1460,12,false,true,false,true,false,1,frame:4134|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4134,2,Aion_len8,8,0,1460,12,false,true,false,true,false,25,frame:4134|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4134,4,Aion_len8,8,0,1460,12,false,true,false,true,false,24,frame:4134|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4134,6,Aion_len8,8,0,1460,12,false,true,false,true,false,18,frame:4134|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4134,8,Aion_len8,8,0,1460,12,false,true,false,true,false,58,frame:4134|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4134,10,Aion_len8,8,0,1460,12,false,true,false,true,false,220,frame:4134|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4134,12,Aion_len8,8,0,1460,12,false,true,false,true,false,221,frame:4134|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4134,14,Aion_len8,8,0,1460,12,false,true,false,true,false,223,frame:4134|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4134,16,Aion_len8,8,0,1460,12,false,true,false,true,false,247,frame:4134|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4134,18,Aion_len8,8,0,1460,12,false,true,false,true,false,23,frame:4134|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4134,20,Aion_len8,8,0,1460,12,false,true,false,true,false,22,frame:4134|label:Aion|offset_mod8:4,4,true
motd_phase5,Aion,4134,22,Aion_len8,8,0,1460,12,false,true,false,true,false,20,frame:4134|label:Aion|offset_mod8:6,4,true
motd_phase5,Aion,4134,24,Aion_len8,8,0,1460,12,false,true,false,true,false,60,frame:4134|label:Aion|offset_mod8:0,5,true
motd_phase5,Aion,4134,26,Aion_len8,8,0,1460,12,false,true,false,true,false,191,frame:4134|label:Aion|offset_mod8:2,4,true
motd_phase5,Aion,4134,28,Aion_len8,8,0,1460,12,false,true,false,true,false,190,frame:4134|label:Aion|offset_mod8:4,4,true
